lemma,pos,other_verified_pos,verified_by,oxford_levels_same_pos,oxford_entry,octanove_level,cefrj_level,disagreement,corpus,efllex_word,efllex_pos,efllex_match,efllex_a1,efllex_a2,efllex_b1,efllex_b2,efllex_c1,efllex_total,efllex_nb_doc,efllex_first_level,efllex_b2c1_share,zipf
deteriorate,verb,,oxford5000,c1,deteriorate,,,,efllex,deteriorate,verb,lemma+pos,0.0,0.0,0.0,0.4103,0.8152,0.7357,2,B2,1.0,3.15
detest,verb,,octanove,,,C1,,,efllex,detest,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,2.87
detrimental,adjective,,octanove,,,C1,,,efllex,detrimental,adjective,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,3.55
devastate,verb,,oxford5000,c1,devastate,,B1,cefrj:B1,efllex,devastate,verb,lemma+pos,0.0,0.0,0.0,0.4103,0.6091,0.1606,2,B2,1.0,2.62
devil,noun,,oxford5000,c1,devil,,B2,cefrj:B2,efllex,devil,noun,lemma+pos,0.0,0.0,0.0,10.2637,7.131,4.5576,7,B2,1.0,4.3
devise,verb,,oxford5000,c1,devise,,,,efllex,devise,verb,lemma+pos,0.0,0.0,0.0,0.0,6.2163,0.8695,3,C1,1.0,3.19
diagnose,verb,,oxford5000,c1,diagnose,,,,wordfreq,,,,,,,,,,,,,3.41
diagnosis,noun,,oxford5000,c1,diagnosis,,,,wordfreq,,,,,,,,,,,,,4.2
dictate,verb,,oxford5000,c1,dictate_1,,,,wordfreq,,,,,,,,,,,,,3.58
dictator,noun,,oxford5000,c1,dictator,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.66
differentiate,verb,,oxford5000,c1,differentiate,,,,efllex,differentiate,verb,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.62
dignity,noun,,oxford5000,c1,dignity,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.02
dilemma,noun,,oxford5000,c1,dilemma,,B2,cefrj:B2,efllex,dilemma,noun,lemma+pos,0.0,0.0,2.7244,0.0,0.6091,0.9942,3,B1,0.183,3.73
dimension,noun,,oxford5000,c1,dimension,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.02
diminish,verb,,oxford5000,c1,diminish,C2,,,wordfreq,,,,,,,,,,,,,3.46
dip,verb,,oxford5000,c1,dip_1,,B2,cefrj:B2,efllex,dip,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,4.05
diplomat,noun,,oxford5000,c1,diplomat,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.69
diplomatic,adjective,,oxford5000,c1,diplomatic,,,,wordfreq,,,,,,,,,,,,,4.11
directory,noun,,oxford5000,c1,directory,,,,efllex,directory,noun,lemma+pos,0.0,0.0,0.0,0.6749,0.0,0.0574,1,B2,1.0,3.93
disastrous,adjective,,oxford5000,c1,disastrous,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.68
discard,verb,,oxford5000,c1,discard_1,C1,,,wordfreq,,,,,,,,,,,,,3.37
discharge,verb,,oxford5000,c1,discharge_1,,,,efllex,discharge,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.93
disclose,verb,,oxford5000,c1,disclose,,,,wordfreq,,,,,,,,,,,,,3.84
disclosure,noun,,oxford5000,c1,disclosure,,,,wordfreq,,,,,,,,,,,,,4.0
discourse,noun,,oxford5000,c1,discourse_1,C1,,,wordfreq,,,,,,,,,,,,,3.83
discretion,noun,,oxford5000,c1,discretion,,,,wordfreq,,,,,,,,,,,,,3.9
discrimination,noun,,oxford5000,c1,discrimination,,B1,cefrj:B1,efllex,discrimination,noun,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,2,C1,1.0,4.31
dismal,adjective,,octanove,,,C1,,,efllex,dismal,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.26
dismay,noun,,octanove,,,C1,,,efllex,dismay,noun,lemma+pos,0.0,0.0,0.0,0.6749,0.0,0.0574,1,B2,1.0,3.26
dismissal,noun,,oxford5000,c1,dismissal,,,,efllex,dismissal,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.72
displace,verb,,oxford5000,c1,displace,,B2,cefrj:B2,efllex,displace,verb,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,2.97
disposal,noun,,oxford5000,c1,disposal,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.0
dispose,verb,,oxford5000,c1,dispose,,,,wordfreq,,,,,,,,,,,,,3.53
dispute,noun,verb,oxford5000,c1,dispute_1,,B2,cefrj:B2,efllex,dispute,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.6091,0.7357,2,B2,1.0,4.27
disrupt,verb,,oxford5000,c1,disrupt,,B2,cefrj:B2,efllex,disrupt,verb,lemma+pos,0.0,0.0,1.3622,0.1311,0.0,0.5852,2,B1,0.088,3.59
disruption,noun,,oxford5000,c1,disruption,,,,wordfreq,,,,,,,,,,,,,3.71
dissolve,verb,,oxford5000,c1,dissolve,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.49
distinction,noun,,oxford5000,c1,distinction,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.1
distinctive,adjective,,oxford5000,c1,distinctive,,,,efllex,distinctive,adjective,lemma+pos,0.0,0.0,0.0,3.3735,0.0,0.611,2,B2,1.0,4.0
distort,verb,,oxford5000,c1,distort,,,,efllex,distort,verb,lemma+pos,0.0,0.0,0.0,0.0,6.2163,0.8695,3,C1,1.0,3.08
distress,noun,verb,oxford5000,c1,distress_1,,,,efllex,distress,noun,lemma+pos,0.0,0.0,0.0,1.3498,3.1517,1.7454,4,B2,1.0,3.95
disturbing,adjective,,oxford5000,c1,disturbing,,,,efllex,disturbing,adjective,lemma+pos,0.0,0.0,0.0,1.2308,5.0183,2.3156,4,B2,1.0,4.05
divert,verb,,oxford5000,c1,divert,,B2,cefrj:B2,efllex,divert,verb,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.42
divine,adjective,,oxford5000,c1,divine_1,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.24
doctrine,noun,,oxford5000,c1,doctrine,,,,wordfreq,,,,,,,,,,,,,3.98
documentation,noun,,oxford5000,c1,documentation,,,,wordfreq,,,,,,,,,,,,,3.95
domain,noun,,oxford5000,c1,domain,,,,wordfreq,,,,,,,,,,,,,4.31
dominance,noun,,oxford5000,c1,dominance,,,,wordfreq,,,,,,,,,,,,,3.83
donor,noun,,oxford5000,c1,donor,,,,wordfreq,,,,,,,,,,,,,3.92
dose,noun,,oxford5000,c1,dose_1,,B2,cefrj:B2,efllex,dose,noun,lemma+pos,0.0,0.887,0.0,0.0,0.8152,0.4535,2,A2,0.479,4.2
drain,verb,,oxford5000,c1,drain_1,,B2,cefrj:B2,efllex,drain,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.8152,0.4535,2,B2,1.0,4.07
drawback,noun,,octanove,,,C1,,,efllex,drawback,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.21
drift,verb,,oxford5000,c1,drift_1,,,,efllex,drift,verb,lemma+pos,0.0,0.0,0.5308,0.0,0.8152,0.4205,2,B1,0.606,3.82
driving,adjective,,oxford5000,c1,driving_2,,,,efllex,driving,noun,lemma,0.0,3.9949,1.3622,2.5952,0.0,2.747,5,A2,0.326,4.9
drown,verb,,oxford5000,c1,drown,,B1,cefrj:B1,efllex,drown,verb,lemma+pos,0.0,0.0,6.4317,3.9527,16.7579,6.861,8,B1,0.763,3.68
dual,adjective,,oxford5000,c1,dual,,,,wordfreq,,,,,,,,,,,,,4.28
dub,verb,,oxford5000,c1,dub_1,,,,efllex,dub,verb,lemma+pos,0.0,0.0,1.6375,0.0,0.8152,0.4535,2,B1,0.332,3.64
dumb,adjective,,oxford5000,c1,dumb_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.54
duo,noun,,oxford5000,c1,duo,,,,wordfreq,,,,,,,,,,,,,4.08
durable,adjective,,octanove,,,C1,,,efllex,durable,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.68
dynamic,noun,,oxford5000,c1,dynamic_2,,,,efllex,dynamic,adjective,lemma,0.0,0.0,0.0,0.0,3.2606,0.9071,2,C1,1.0,4.31
eager,adjective,,oxford5000,c1,eager,,B1,cefrj:B1,efllex,eager,adjective,lemma+pos,0.0,0.0,0.0,8.9076,23.7375,8.1177,10,B2,1.0,4.03
earnings,noun,,oxford5000,c1,earnings,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.27
ease,noun,verb,oxford5000,c1,ease_1,,B2,cefrj:B2,efllex,ease,noun,lemma+pos,0.0,0.0,1.3622,0.0,18.9861,4.4088,7,B1,0.933,4.34
eccentric,adjective,,octanove,,,C1,,,efllex,eccentric,adjective,lemma+pos,0.0,0.0,0.0,0.3154,0.9605,0.6483,2,B2,1.0,3.58
echo,verb,noun,oxford5000,c1,echo_1,C2,,,efllex,echo,verb,lemma+pos,0.0,0.0,0.0,0.0,0.9086,0.0678,1,C1,1.0,4.04
ecological,adjective,,oxford5000,c1,ecological,,B1,cefrj:B1,efllex,ecological,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.1804,0.045,1,C1,1.0,3.78
educator,noun,,oxford5000,c1,educator,,B2,cefrj:B2,efllex,educator,noun,lemma+pos,0.0,0.0,1.6375,0.0,0.0,0.2268,1,B1,0.0,3.55
effectiveness,noun,,oxford5000,c1,effectiveness,,B2,cefrj:B2,efllex,effectiveness,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.05
efficiency,noun,,oxford5000,c1,efficiency,,B1,cefrj:B1,efllex,efficiency,noun,lemma+pos,0.0,0.0,0.0,0.6749,3.3177,1.3923,3,B2,1.0,4.38
ego,noun,,oxford5000,c1,ego,C1,,,wordfreq,,,,,,,,,,,,,4.02
elaborate,adjective,,oxford5000,c1,elaborate_1,C1,,,efllex,elaborate,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.1804,0.045,1,C1,1.0,4.06
electoral,adjective,,oxford5000,c1,electoral,,,,wordfreq,,,,,,,,,,,,,4.12
elevate,verb,,oxford5000,c1,elevate,C1,,,efllex,elevate,verb,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.38
elevation,noun,,octanove,,,C1,,,efllex,elevation,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.9
eligible,adjective,,oxford5000,c1,eligible,,B2,cefrj:B2,efllex,eligible,adjective,lemma+pos,0.0,0.0,0.296,0.1311,0.8152,0.5693,3,B1,0.762,4.29
elite,noun,,oxford5000,c1,elite_2,,B2,cefrj:B2,efllex,elite,noun,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,2,C1,1.0,4.4
elusive,adjective,,octanove,,,C1,,,efllex,elusive,adjective,lemma+pos,0.0,0.0,0.0,0.0,3.9147,0.7996,2,C1,1.0,3.47
embark,verb,,oxford5000,c1,embark,C1,,,efllex,embark,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.4
embarrassment,noun,,oxford5000,c1,embarrassment,,B1,cefrj:B1,efllex,embarrassment,noun,lemma+pos,0.0,0.0,0.0,10.4363,0.9086,2.9374,5,B2,1.0,3.77
embassy,noun,,oxford5000,c1,embassy,,B2,cefrj:B2,efllex,embassy,noun,lemma+pos,0.0,0.0,1.6375,0.0,0.0,0.2268,1,B1,0.0,4.13
embed,verb,,oxford5000,c1,embed,C2,,,efllex,embed,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,2.94
embody,verb,,oxford5000,c1,embody,C2,,,efllex,embody,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.17
emergence,noun,,oxford5000,c1,emergence,,B2,cefrj:B2,efllex,emergence,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.74
empirical,adjective,,oxford5000,c1,empirical,,,,wordfreq,,,,,,,,,,,,,3.62
empower,verb,,oxford5000,c1,empower,,,,efllex,empower,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.51
enact,verb,,oxford5000,c1,enact,,,,wordfreq,,,,,,,,,,,,,3.43
encompass,verb,,oxford5000,c1,encompass,C2,,,wordfreq,,,,,,,,,,,,,3.27
encouragement,noun,,oxford5000,c1,encouragement,,B1,cefrj:B1,efllex,encouragement,noun,lemma+pos,0.0,0.0,0.0,0.6749,0.0,0.0574,1,B2,1.0,3.79
encouraging,adjective,,oxford5000,c1,encouraging,,B1,cefrj:B1,efllex,encouraging,adjective,lemma+pos,0.0,0.0,0.0,3.6099,0.6091,1.0219,3,B2,1.0,4.14
endeavour,noun,,oxford5000,c1,endeavour_1,,B2,cefrj:B2,efllex,endeavor,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.45
endless,adjective,,oxford5000,c1,endless,,B1,cefrj:B1,efllex,endless,adjective,lemma+pos,0.0,0.0,2.1495,0.0,31.836,5.6852,9,B1,0.937,4.18
endorse,verb,,oxford5000,c1,endorse,,B2,cefrj:B2,efllex,endorse,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.63
endorsement,noun,,oxford5000,c1,endorsement,C1,,,wordfreq,,,,,,,,,,,,,3.75
endure,verb,,oxford5000,c1,endure,,B1,cefrj:B1,efllex,endure,verb,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.82
enforce,verb,,oxford5000,c1,enforce,,B2,cefrj:B2,efllex,enforce,verb,lemma+pos,0.0,0.0,1.3622,0.0,0.6091,0.7057,2,B1,0.309,3.96
enforcement,noun,,oxford5000,c1,enforcement,,,,wordfreq,,,,,,,,,,,,,4.45
engagement,noun,,oxford5000,c1,engagement,,B2,cefrj:B2,efllex,engagement,noun,lemma+pos,0.0,0.3248,0.0,1.3049,1.0665,1.6048,4,A2,0.88,4.31
engaging,adjective,,oxford5000,c1,engaging,,,,wordfreq,,,,,,,,,,,,,4.13
engineer,verb,,octanove,,,C1,,,efllex,engineer,verb,lemma+pos,0.0,0.0,0.0,0.0,1.2183,0.1606,2,C1,1.0,4.5
enormously,adverb,,octanove,,,C1,,,efllex,enormously,adverb,lemma+pos,0.0,0.0,2.1495,14.0409,7.3068,7.5619,9,B1,0.909,3.39
enquire,verb,,oxford5000,c1,enquire,,B2,cefrj:B2,efllex,enquire,verb,lemma+pos,0.0,0.0,0.0,4.0091,7.4249,2.9336,5,B2,1.0,2.91
enrich,verb,,oxford5000,c1,enrich,,B1,cefrj:B1,efllex,enrich,verb,lemma+pos,0.0,0.0,0.0,0.4103,0.8152,0.7357,2,B2,1.0,3.3
enrol,verb,,oxford5000,c1,enrol,,B2,cefrj:B2,efllex,enrol,verb,lemma+pos,0.0,0.0,0.296,0.1311,0.0,0.0629,2,B1,0.307,2.67
ensue,verb,,oxford5000,c1,ensue,,,,wordfreq,,,,,,,,,,,,,2.91
enterprise,noun,,oxford5000,c1,enterprise,,B2,cefrj:B2,efllex,enterprise,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.38
enterprising,adjective,,octanove,,,C1,,,efllex,enterprising,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,2.95
enthusiast,noun,,oxford5000,c1,enthusiast,,B1,cefrj:B1,efllex,enthusiast,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.46
entitle,verb,,oxford5000,c1,entitle,,B2,cefrj:B2,efllex,entitle,verb,lemma+pos,0.0,0.0,0.296,1.6588,1.6303,2.1233,5,B1,0.917,2.71
entity,noun,,oxford5000,c1,entity,,,,wordfreq,,,,,,,,,,,,,4.12
epidemic,noun,,oxford5000,c1,epidemic_1,,,,efllex,epidemic,noun,lemma+pos,0.0,0.0,0.296,0.0,0.0,0.0314,1,B1,0.0,3.8
equality,noun,,oxford5000,c1,equality,,B1,cefrj:B1,efllex,equality,noun,lemma+pos,0.0,0.0,0.0,1.1852,0.0,0.1007,1,B2,1.0,4.26
equation,noun,,oxford5000,c1,equation,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.02
erect,verb,,oxford5000,c1,erect_1,,,,efllex,erect,verb,lemma+pos,0.0,0.0,0.0,2.4881,0.6091,1.7665,4,B2,1.0,3.52
escalate,verb,,oxford5000,c1,escalate,,,,efllex,escalate,verb,lemma+pos,0.0,0.0,0.0,0.0,4.6544,0.7357,2,C1,1.0,3.35
essence,noun,,oxford5000,c1,essence,,B1,cefrj:B1,efllex,essence,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.03
establishment,noun,,oxford5000,c1,establishment,,B1,cefrj:B1,efllex,establishment,noun,lemma+pos,0.0,0.0,0.0,0.1311,0.8152,0.5394,2,B2,1.0,4.42
eternal,adjective,,oxford5000,c1,eternal,,B1,cefrj:B1,efllex,eternal,adjective,lemma+pos,0.0,0.0,0.0,0.6308,0.8152,0.668,2,B2,1.0,4.11
evacuate,verb,,oxford5000,c1,evacuate,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.53
evoke,verb,,oxford5000,c1,evoke,C1,,,efllex,evoke,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.27
evolutionary,adjective,,oxford5000,c1,evolutionary,,,,efllex,evolutionary,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.82
exaggerate,verb,,oxford5000,c1,exaggerate,,,,efllex,exaggerate,verb,lemma+pos,0.0,0.0,0.0,5.4989,0.6091,1.8334,4,B2,1.0,3.19
excellence,noun,,oxford5000,c1,excellence,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.07
exceptional,adjective,,oxford5000,c1,exceptional,,B2,cefrj:B2,efllex,exceptional,adjective,lemma+pos,0.0,0.0,0.5308,0.0,0.0,0.0151,1,B1,0.0,4.05
excess,noun,adjective,oxford5000,c1,excess_1,,B1,cefrj:B1,efllex,excess,noun,lemma+pos,0.0,0.0,0.0,0.0,0.9357,0.0698,1,C1,1.0,4.21
exclusion,noun,,oxford5000,c1,exclusion,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.68
exclusive,adjective,,oxford5000,c1,exclusive_1,,B1,cefrj:B1,efllex,exclusive,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.56
exclusively,adverb,,oxford5000,c1,exclusively,,B2,cefrj:B2,efllex,exclusively,adverb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.24
execute,verb,,oxford5000,c1,execute,,B2,cefrj:B2,efllex,execute,verb,lemma+pos,0.0,0.2873,0.1675,1.3498,0.8152,2.4733,5,A2,0.826,3.95
execution,noun,,oxford5000,c1,execution,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.29
exert,verb,,oxford5000,c1,exert,C1,,,wordfreq,,,,,,,,,,,,,3.36
exhaust,verb,,octanove,,,C1,,,efllex,exhaust,verb,lemma+pos,2.4671,0.0,0.0,7.9086,0.9086,3.4626,6,A1,0.781,3.81
exile,noun,,oxford5000,c1,exile_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.84
exit,verb,,oxford5000,c1,exit_2,,B1,cefrj:B1,efllex,exit,noun,lemma,0.0,0.5758,5.2445,0.3154,11.4816,5.0778,7,A2,0.67,4.35
expenditure,noun,,oxford5000,c1,expenditure,,,,wordfreq,,,,,,,,,,,,,3.74
experimental,adjective,,oxford5000,c1,experimental,,,,wordfreq,,,,,,,,,,,,,4.28
expire,verb,,oxford5000,c1,expire,C1,,,wordfreq,,,,,,,,,,,,,3.54
explicit,adjective,,oxford5000,c1,explicit,,,,efllex,explicit,adjective,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,3.96
explicitly,adverb,,oxford5000,c1,explicitly,,,,wordfreq,,,,,,,,,,,,,3.96
exploitation,noun,,oxford5000,c1,exploitation,C1,,,wordfreq,,,,,,,,,,,,,3.84
explosive,adjective,noun,oxford5000,c1,explosive_1,,B2,cefrj:B2,efllex,explosive,adjective,lemma+pos,0.0,0.0,0.0,0.7308,0.0,0.0621,1,B2,1.0,3.97
exterior,noun,,octanove,,,C1,,,efllex,exterior,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.91
extract,verb,,oxford5000,c1,extract_2,,B2,cefrj:B2,efllex,extract,verb,lemma+pos,0.0,0.0,0.0,0.8294,11.5583,2.6348,5,B2,1.0,4.02
extremist,noun,,oxford5000,c1,extremist_1,,,,wordfreq,,,,,,,,,,,,,3.46
facial,adjective,,octanove,,,C1,,,efllex,facial,adjective,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,4.1
facilitate,verb,,oxford5000,c1,facilitate,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.99
faction,noun,,oxford5000,c1,faction,C1,,,wordfreq,,,,,,,,,,,,,3.79
faculty,noun,,oxford5000,c1,faculty,,B2,cefrj:B2,efllex,faculty,noun,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,4.32
fade,verb,,oxford5000,c1,fade,,B1,cefrj:B1,efllex,fade,verb,lemma+pos,0.0,0.0,0.0,1.3498,7.1753,2.3544,5,B2,1.0,3.86
fairness,noun,,oxford5000,c1,fairness,,,,wordfreq,,,,,,,,,,,,,3.77
fatal,adjective,,oxford5000,c1,fatal,,B2,cefrj:B2,efllex,fatal,adjective,lemma+pos,0.0,0.0,0.0,6.6616,3.3326,2.7045,6,B2,1.0,4.1
fatality,noun,,octanove,,,C1,,,efllex,fatality,noun,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,2,C1,1.0,3.16
fate,noun,,oxford5000,c1,fate,,B2,cefrj:B2,efllex,fate,noun,lemma+pos,0.0,0.0,7.4841,3.619,3.9171,4.4482,8,B1,0.502,4.36
fatigue,noun,,octanove,,,C1,,,efllex,fatigue,noun,lemma+pos,0.0,0.0,0.0,0.8294,1.6303,0.6803,3,B2,1.0,3.86
favourable,adjective,,oxford5000,c1,favourable,,B1,cefrj:B1,efllex,favourable,adjective,lemma+pos,0.0,0.0,0.296,0.0,1.0665,0.587,2,B1,0.783,3.53
feat,noun,,oxford5000,c1,feat,,B2,cefrj:B2,efllex,feat,noun,lemma+pos,0.0,0.0,0.0,0.0,1.8274,0.241,3,C1,1.0,3.99
feminist,adjective,noun,oxford5000,c1,feminist_1,,,,wordfreq,,,,,,,,,,,,,4.12
ferocious,adjective,,octanove,,,C1,,,efllex,ferocious,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.21
fibre,noun,,oxford5000,c1,fibre,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.67
fiddle,verb,,octanove,,,C1,,,efllex,fiddle,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.43
fierce,adjective,,oxford5000,c1,fierce,,B2,cefrj:B2,efllex,fierce,adjective,lemma+pos,0.0,0.0,0.5308,5.483,30.2305,9.599,14,B1,0.985,3.92
film-maker,noun,,oxford5000,c1,film-maker,,B1,cefrj:B1,efllex,film-maker,noun,lemma+pos,0.0,0.887,0.0,0.0,0.7795,0.6796,3,A2,0.468,4.18
filter,verb,noun,oxford5000,c1,filter_2,,,,efllex,filter,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,4.28
firearm,noun,,oxford5000,c1,firearm,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.69
fixture,noun,,oxford5000,c1,fixture,C1,,,wordfreq,,,,,,,,,,,,,3.67
flaw,noun,,oxford5000,c1,flaw,,B2,cefrj:B2,efllex,flaw,noun,lemma+pos,0.0,0.0,0.0,0.1012,0.8152,0.7381,2,B2,1.0,3.6
flawed,adjective,,oxford5000,c1,flawed,,,,wordfreq,,,,,,,,,,,,,3.72
flee,verb,,oxford5000,c1,flee,,B2,cefrj:B2,efllex,flee,verb,lemma+pos,0.0,0.0,0.0,0.0,0.3118,0.0629,2,C1,1.0,3.81
fleet,noun,,oxford5000,c1,fleet_1,,B2,cefrj:B2,efllex,fleet,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.33
flesh,noun,,oxford5000,c1,flesh_1,,B2,cefrj:B2,efllex,flesh,noun,lemma+pos,0.0,0.0,0.5308,14.0706,32.9957,13.9314,12,B1,0.989,4.2
flexibility,noun,,oxford5000,c1,flexibility,,B2,cefrj:B2,efllex,flexibility,noun,lemma+pos,0.0,0.0,1.3622,0.0,0.0,0.0812,1,B1,0.0,4.02
flick,verb,,octanove,,,C1,,,efllex,flick,verb,lemma+pos,0.0,0.7654,0.0,0.1311,0.0,0.5676,2,A2,0.146,3.63
flourish,verb,,oxford5000,c1,flourish_1,C1,,,wordfreq,,,,,,,,,,,,,3.53
fluid,noun,,oxford5000,c1,fluid_1,,,,efllex,fluid,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,4.22
footage,noun,,oxford5000,c1,footage,,,,wordfreq,,,,,,,,,,,,,4.31
forensic,adjective,,octanove,,,C1,,,efllex,forensic,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.75
forge,verb,,oxford5000,c1,forge_1,,,,efllex,forge,verb,lemma+pos,0.0,0.0,0.0,0.6749,13.6897,3.3588,6,B2,1.0,3.78
formula,noun,,oxford5000,c1,formula,,B1,cefrj:B1,efllex,formula,noun,lemma+pos,0.0,0.0,0.0,11.6355,0.8152,3.2134,5,B2,1.0,4.45
formulate,verb,,oxford5000,c1,formulate,C1,,,wordfreq,,,,,,,,,,,,,3.23
forth,adverb,,oxford5000,c1,forth_1,,B1,cefrj:B1,efllex,forth,adverb,lemma+pos,0.0,0.3248,0.377,2.6782,0.6091,2.8535,5,A2,0.824,4.4
forthcoming,adjective,,oxford5000,c1,forthcoming,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.75
foster,verb,,oxford5000,c1,foster_1,,,,efllex,foster,verb,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,4.33
fragile,adjective,,oxford5000,c1,fragile,,,,efllex,fragile,adjective,lemma+pos,0.0,0.0,0.0,2.9086,0.8152,1.341,3,B2,1.0,3.86
franchise,noun,,oxford5000,c1,franchise_1,,,,efllex,franchise,noun,lemma+pos,0.0,0.0,0.0,1.7778,0.0,0.1511,2,B2,1.0,4.29
frankly,adverb,,oxford5000,c1,frankly,,B2,cefrj:B2,efllex,frankly,adverb,lemma+pos,0.0,0.0,0.0,7.4728,1.0665,2.373,4,B2,1.0,4.05
frustrated,adjective,,oxford5000,c1,frustrated,,B1,cefrj:B1,efllex,frustrated,adjective,lemma+pos,0.0,0.0,6.5513,0.1012,0.0,0.8763,3,B1,0.015,4.08
frustrating,adjective,,oxford5000,c1,frustrating,,,,efllex,frustrating,adjective,lemma+pos,0.0,0.0,8.371,4.9047,0.8152,3.7598,6,B1,0.406,3.97
